tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/M2/M10,GBP_USD,7/15/35,0,15.0,1,1,0,-51.9,0.0,-13.46,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/15/35,0,20.0,1,1,0,-51.9,0.0,-13.46,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/15/35,0,30.0,1,1,0,-51.9,0.0,-13.46,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/15/35,1,15.0,16,10,6,-72.5,-16.2,-18.8,-8.42,-34.9,33.3,5.8
S5/M2/M10,GBP_USD,7/15/35,1,20.0,15,10,5,-67.5,-13.0,-17.51,-6.71,-27.1,40.0,5.8
S5/M2/M10,GBP_USD,7/15/35,1,30.0,15,10,5,-57.5,-13.0,-14.92,-6.71,-27.1,40.0,5.8
S5/M2/M10,GBP_USD,7/22/50,0,15.0,1,1,0,-49.2,0.0,-12.76,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/22/50,0,20.0,1,1,0,-49.2,0.0,-12.76,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/22/50,0,30.0,1,1,0,-49.2,0.0,-12.76,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,7/22/50,1,15.0,15,8,7,-53.9,-8.8,-13.98,-4.55,-26.1,28.6,5.8
S5/M2/M10,GBP_USD,7/22/50,1,20.0,15,8,7,-62.5,1.2,-16.19,0.63,-26.1,28.6,5.8
S5/M2/M10,GBP_USD,7/22/50,1,30.0,15,8,7,-52.5,3.1,-13.6,1.62,-26.1,28.6,5.8
S5/M2/M10,GBP_USD,10/22/50,0,15.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,10/22/50,0,20.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,10/22/50,0,30.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,10/22/50,1,15.0,13,7,6,-47.1,13.1,-12.22,6.77,-21.2,50.0,5.8
